access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,capital,construction,covered,culvert,cutting,denomination,disused,ele,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,poi,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tunnel,water,waterway,wetland,wood
,,,,,,,,,,,,,,,,,,,1474.8,,,,,,,,,,,,,,,,,,,Crédit du Maroc,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,,Comium,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,Pick n Pay,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1303,,,,,,,,,,,,,,,,,,,M-PESA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,Algérie Poste,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3230,,,,,,,,,,,,,,,,,,,Standard Chartered Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1391.6500000000001,,,,,,,,,,,,,,,,,,,Cajasiete,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1246.00610351563,,,,,,,,,,,,,,,,,,,Sierratel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1457.98,,,,,,,,,,,,,,,,,,,owner,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2018.4300000000001,,,,,,,,,,,,,,,,,,,Elf,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,593,,,,,,,,,,,,,,,,,,,Europcar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,680,,,,,,,,,,,,,,,,,,,TunisieRecyclage.org,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,659.60000000000002,,,,,,,,,,,,,,,,,,,Association Sportive Nautique d'Abidjan (ASNA),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,381,,,,,,,,,,,,,,,,,,,GLOBAL SU,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,Banif,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,FLM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1595,,,,,,,,,,,,,,,,,,,Ndungu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3011,,,,,,,,,,,,,,,,,,,Mobilis,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1310.4143,,,,,,,,,,,,,,,,,,,Ster Kinekor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1661,,,,,,,,,,,,,,,,,,,PesaPoint,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1298,,,,,,,,,,,,,,,,,,,Villa Didon Carthage,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,723,,,,,,,,,,,,,,,,,,,Nigerian Ministry of Aviation,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,353,,,,,,,,,,,,,,,,,,,fresh life,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2290,,,,,,,,,,,,,,,,,,,Orient Express,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1404,,,,,,,,,,,,,,,,,,,SG-SSB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,656,,,,,,,,,,,,,,,,,,,UN-Habitat,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,162,,,,,,,,,,,,,,,,,,,PAM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,291,,,,,,,,,,,,,,,,,,,Kenya Ferry Services,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,755,,,,,,,,,,,,,,,,,,,Horários do Funchal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2069.3800000000001,,,,,,,,,,,,,,,,,,,King Cash,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2800,,,,,,,,,,,,,,,,,,,Keplelach Primary School,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,509,,,,,,,,,,,,,,,,,,,Air Traffic and Navigation Services,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,Intercity Bus Lanzarote,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1087,,,,,,,,,,,,,,,,,,,Nando's,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2044.3800000000001,,,,,,,,,,,,,,,,,,,NGO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2255,,,,,,,,,,,,,,,,,,,Mbombela Local municipality,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2028.04,,,,,,,,,,,,,,,,,,,Transformer,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1318,,,,,,,,,,,,,,,,,,,Sophienhof_Lodge,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2014.0999999999999,,,,,,,,,,,,,,,,,,,Multibanco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1237,,,,,,,,,,,,,,,,,,,Post Office,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,SP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1625,,,,,,,,,,,,,,,,,,,Ushirika,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,670.65999999999997,,,,,,,,,,,,,,,,,,,Société de Distribution d’Eau de Côte d’Ivoire (SODECI),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2780,,,,,,,,,,,,,,,,,,,Repsol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,538,,,,,,,,,,,,,,,,,,,Wegagen Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,264,,,,,,,,,,,,,,,,,,,Orange Money,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,FedEx,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,غسالات فريجيدير الجيزة 01223179993,,,,,,,,,,,,,,,,,,,Escale Utile,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1901.1400000000001,,,,,,,,,,,,,,,,,,,Vivo Energy Côte d'Ivoire,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,682.19000000000005,,,,,,,,,,,,,,,,,,,Crane Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,865,,,,,,,,,,,,,,,,,,,Posta Kenya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,640.38,,,,,,,,,,,,,,,,,,,Tractafric Motors Ivory Coast-Africauto,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,senelec,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,526,,,,,,,,,,,,,,,,,,,Budget,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1619,,,,,,,,,,,,,,,,,,,SKA South Africa Project,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1068,,,,,,,,,,,,,,,,,,,وزارة التعليم العالي,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1985.74,,,,,,,,,,,,,,,,,,,BNP Paribas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1779.0599999999999,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2042.46,,,,,,,,,,,,,,,,,,,Igar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,YBP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2016.98,,,,,,,,,,,,,,,,,,,Egypt Post - المصري البريد,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,806,,,,,,,,,,,,,,,,,,,FCE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,686,,,,,,,,,,,,,,,,,,,Puplic  toilet,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,544,,,,,,,,,,,,,,,,,,,FIBANK,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2082,,,,,,,,,,,,,,,,,,,Southern Sun,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2610,,,,,,,,,,,,,,,,,,,CBE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1984.78,,,,,,,,,,,,,,,,,,,ACRA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1271.4807,,,,,,,,,,,,,,,,,,,CAM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,732,,,,,,,,,,,,,,,,,,,Taragonik Primary School,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1807,,,,,,,,,,,,,,,,,,,Disa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2254,,,,,,,,,,,,,,,,,,,Commune de Cherchell,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,611,,,,,,,,,,,,,,,,,,,Zenex,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1093,,,,,,,,,,,,,,,,,,,Stanbic,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1730,,,,,,,,,,,,,,,,,,,OWNER,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,433,,,,,,,,,,,,,,,,,,,SBM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1236,,,,,,,,,,,,,,,,,,,SGBS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1522.3900000000001,,,,,,,,,,,,,,,,,,,Pro Credit Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,Raw Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,677,,,,,,,,,,,,,,,,,,,Seychelles Civil Aviation Authority,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2000.6400000000001,,,,,,,,,,,,,,,,,,,SA Post Office,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1438.75,,,,,,,,,,,,,,,,,,,Tunisie Telecom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1184.96240234375,,,,,,,,,,,,,,,,,,,CPA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,Caja de Canarias,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2320,,,,,,,,,,,,,,,,,,,Transportes Insular La Palma,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1994.3900000000001,,,,,,,,,,,,,,,,,,,CNEP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1091,,,,,,,,,,,,,,,,,,,eHealth Africa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,DACIA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,555,,,,,,,,,,,,,,,,,,,Postnet,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,,,,,,,,,PTC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,501,,,,,,,,,,,,,,,,,,,COOP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1959,,,,,,,,,,,,,,,,,,,Cooperative Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,Curio Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,965,,,,,,,,,,,,,,,,,,,Golden Yasmin Hotels,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2399,,,,,,,,,,,,,,,,,,,Kwawa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,645.17999999999995,,,,,,,,,,,,,,,,,,,Afriquia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,517,,,,,,,,,,,,,,,,,,,école,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1980.9300000000001,,,,,,,,,,,,,,,,,,,Swiss Post,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1978.05,,,,,,,,,,,,,,,,,,,Société ivoirienne de banque (SIB),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,742,,,,,,,,,,,,,,,,,,,Mugana DDH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,853,,,,,,,,,,,,,,,,,,,GIE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1505,,,,,,,,,,,,,,,,,,,Banco Santander,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1892.97,,,,,,,,,,,,,,,,,,,transtu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2364,,,,,,,,,,,,,,,,,,,Tabaini Primary School,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,642,,,,,,,,,,,,,,,,,,,Lesotho Evangelical Church,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2670,,,,,,,,,,,,,,,,,,,SONAPOST,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,164.60000610351563,,,,,,,,,,,,,,,,,,,Kimalel Health Centre,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,361,,,,,,,,,,,,,,,,,,,Air Algérie,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,909,,,,,,,,,,,,,,,,,,,Njake Oil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1439.23,,,,,,,,,,,,,,,,,,,Carole et Robert,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2111.1900000000001,,,,,,,,,,,,,,,,,,,SAM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,169.0,,,,,,,,,,,,,,,,,,,MoH/WHO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1238,,,,,,,,,,,,,,,,,,,Somap,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,92m,,,,,,,,,,,,,,,,,,,Yoigo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,844,,,,,,,,,,,,,,,,,,,Fujifilm,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2023.71,,,,,,,,,,,,,,,,,,,Maroc Telecom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2420,,,,,,,,,,,,,,,,,,,ADM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,889,,,,,,,,,,,,,,,,,,,Western Union,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1015,,,,,,,,,,,,,,,,,,,Septic tank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,CIE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1358,,,,,,,,,,,,,,,,,,,Sharon Oil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,396,,,,,,,,,,,,,,,,,,,Lindani Lodges,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2970,,,,,,,,,,,,,,,,,,,Port Autonome d'Abidjan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,558,,,,,,,,,,,,,,,,,,,total,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1297,,,,,,,,,,,,,,,,,,,family,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3250,,,,,,,,,,,,,,,,,,,Palestine Post,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1418.0799999999999,,,,,,,,,,,,,,,,,,,Pétroci Holding,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,Sonatel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1325,,,,,,,,,,,,,,,,,,,youth group,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1996.3199999999999,,,,,,,,,,,,,,,,,,,Egypt Post Service,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1375.78,,,,,,,,,,,,,,,,,,,Farmers,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,225,,,,,,,,,,,,,,,,,,,SOGRAL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,Galana,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1134,,,,,,,,,,,,,,,,,,,Sheraton,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,912,,,,,,,,,,,,,,,,,,,Cat Cocos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1246.48681640625,,,,,,,,,,,,,,,,,,,Dashen Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,OXFAM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1655.5036621,,,,,,,,,,,,,,,,,,,Mt Meru,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,714,,,,,,,,,,,,,,,,,,,Golden 5 City,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,581,,,,,,,,,,,,,,,,,,,Woolworths,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2343,,,,,,,,,,,,,,,,,,,Togocel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1599.29,,,,,,,,,,,,,,,,,,,Ecole primaire,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1889.1300000000001,,,,,,,,,,,,,,,,,,,Kenya Airports Authority,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1414.24,,,,,,,,,,,,,,,,,,,Metrorail,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1234,,,,,,,,,,,,,,,,,,,MOH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,739,,,,,,,,,,,,,,,,,,,Youth Group,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1999.6800000000001,,,,,,,,,,,,,,,,,,,CARITAS-PAM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2134.7399999999998,,,,,,,,,,,,,,,,,,,MUBS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,327,,,,,,,,,,,,,,,,,,,Conseil General,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,905,,,,,,,,,,,,,,,,,,,IMC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,Tunisiana,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,718,,,,,,,,,,,,,,,,,,,Ministry of Agriculture,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1251,,,,,,,,,,,,,,,,,,,Steers,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2410,,,,,,,,,,,,,,,,,,,NIPOST,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,Kagera Regional Hospital,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2700,,,,,,,,,,,,,,,,,,,Publique,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1266,,,,,,,,,,,,,,,,,,,public toilets,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1858.3699999999999,,,,,,,,,,,,,,,,,,,Mada Hotels,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,701,,,,,,,,,,,,,,,,,,,Texaco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,831,,,,,,,,,,,,,,,,,,,Paragem de Autocarro (Arco Pequeno),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1305,,,,,,,,,,,,,,,,,,,Family life,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2039.0899999999999,,,,,,,,,,,,,,,,,,,ministere de l'enseignement superieur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1677.1600000000001,,,,,,,,,,,,,,,,,,,BICIS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2144,,,,,,,,,,,,,,,,,,,OWNERS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,488,,,,,,,,,,,,,,,,,,,Jesosy Mamonjy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,756,,,,,,,,,,,,,,,,,,,Samwel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,674.01999999999998,,,,,,,,,,,,,,,,,,,Homeopharma,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1214.28247070313,,,,,,,,,,,,,,,,,,,BRED Banque Populaire,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,Algerie poste,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,728,,,,,,,,,,,,,,,,,,,public toilet,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1372,,,,,,,,,,,,,,,,,,,AHA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2490,,,,,,,,,,,,,,,,,,,La Poste,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,Avis,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,667m,,,,,,,,,,,,,,,,,,,Owino,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1512,,,,,,,,,,,,,,,,,,,SMZ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1215,,,,,,,,,,,,,,,,,,,Spectra,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,564,,,,,,,,,,,,,,,,,,,McDonald's,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1981.9000000000001,,,,,,,,,,,,,,,,,,,Societe Generale,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2057.3600000000001,,,,,,,,,,,,,,,,,,,NMB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,Moov,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,ARM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1195.05590820313,,,,,,,,,,,,,,,,,,,Zain,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2280,,,,,,,,,,,,,,,,,,,Société d’Animation Touristique et Culture Dar El Jem,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2051.5900000000001,,,,,,,,,,,,,,,,,,,Aena,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,KCB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1159.9677734375,,,,,,,,,,,,,,,,,,,Household,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1301,,,,,,,,,,,,,,,,,,,Kenya red cross,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,SNTF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,583,,,,,,,,,,,,,,,,,,,Cruz Roja,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2141.9499999999998,,,,,,,,,,,,,,,,,,,Department of Wildlife and National Parks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2300,,,,,,,,,,,,,,,,,,,ONAS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,810,,,,,,,,,,,,,,,,,,,Prefecture d'Ogou,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1964,,,,,,,,,,,,,,,,,,,Kobil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,646,,,,,,,,,,,,,,,,,,,Toyota,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1219.56982421875,,,,,,,,,,,,,,,,,,,Global H20,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2365,,,,,,,,,,,,,,,,,,,Likia Farm Church,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1966.99,,,,,,,,,,,,,,,,,,,Nampol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,224,,,,,,,,,,,,,,,,,,,Likia Dispensary,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,155.6999969482422,,,,,,,,,,,,,,,,,,,Life Health Care,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1642,,,,,,,,,,,,,,,,,,,Publico,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,943,,,,,,,,,,,,,,,,,,,N3TC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2105,,,,,,,,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,
