access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,capital,construction,covered,culvert,cutting,denomination,disused,ele,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,poi,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tunnel,water,waterway,wetland,wood
,,,,,,,,,,,,,,,,,,,563,,,,,,,,,,,,,,,,,,,Acuña,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,,,,,,,Ministerio de Educación y Cultura,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,179.0,,,,,,,,,,,,,,,,,,,Atlas Indústria de Eletrodomésticos Ltda.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1912.6800000000001,,,,,,,,,,,,,,,,,,,Exito,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2122.73,,,,,,,,,,,,,,,,,,,Companhia Paulista de Trans Metropolitanos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1555.0699999999999,,,,,,,,,,,,,,,,,,,Instituto Domingo Savio SRL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,945,,,,,,,,,,,,,,,,,,,Día %,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5494 ft,,,,,,,,,,,,,,,,,,,steak,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,283,,,,,,,,,,,,,,,,,,,Amerian,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1131 M,,,,,,,,,,,,,,,,,,,Caju Bike,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1598.3299999999999,,,,,,,,,,,,,,,,,,,Ibis Hoteis,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,47.5,,,,,,,,,,,,,,,,,,,Revisión Técnica Vehicular,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2004.01,,,,,,,,,,,,,,,,,,,Copidrogas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1648.8,,,,,,,,,,,,,,,,,,,copidrogas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1845 m,,,,,,,,,,,,,,,,,,,Laing Group Of Companies,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,863,,,,,,,,,,,,,,,,,,,Vaisilla Ponce Estefania Gabriela,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1274.68505859375,,,,,,,,,,,,,,,,,,,"Dirección de Bibliotecas, Archivos y Museos (DIBAM)",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1774.25,,,,,,,,,,,,,,,,,,,Rede Casanova,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,753.222534,,,,,,,,,,,,,,,,,,,Posto Rotula Central,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2007.3699999999999,,,,,,,,,,,,,,,,,,,Denis Osmari,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,Marco Sánchez Burbano,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1380,,,,,,,,,,,,,,,,,,,La Paz Bus,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,16.4681396,,,,,,,,,,,,,,,,,,,Ypiranga,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2020.8299999999999,,,,,,,,,,,,,,,,,,,"Inversiones Infapro, C.A.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,987.000000,,,,,,,,,,,,,,,,,,,Comunidad Edificio Centro Santa María,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,181.10000610351563,,,,,,,,,,,,,,,,,,,SurEnergy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1363,,,,,,,,,,,,,,,,,,,Meneses Amanda,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1640.13793945313,,,,,,,,,,,,,,,,,,,Ronaldo Cabral,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1551,,,,,,,,,,,,,,,,,,,RED LINK,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,567.366027832031,,,,,,,,,,,,,,,,,,,Hildasusana,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,574,,,,,,,,,,,,,,,,,,,Vialidad Nacional,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,173.175003051758,,,,,,,,,,,,,,,,,,,Colombia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1388.76,,,,,,,,,,,,,,,,,,,Orueta Hermanos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,167.8000030517578,,,,,,,,,,,,,,,,,,,arabe,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,645.65999999999997,,,,,,,,,,,,,,,,,,,Ibram,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4591,,,,,,,,,,,,,,,,,,,Carrefour Bairro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1009,,,,,,,,,,,,,,,,,,,Brazil Network GmbH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,866m,,,,,,,,,,,,,,,,,,,Los Olivos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2098.21,,,,,,,,,,,,,,,,,,,"1, 3, 9, 11, 14, 20",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2080.4299999999998,,,,,,,,,,,,,,,,,,,Patagonia Argentina S.R.L.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,518,,,,,,,,,,,,,,,,,,,GAMO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,839.11,,,,,,,,,,,,,,,,,,,Viação Novo Horizonte,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2113.1199999999999,,,,,,,,,,,,,,,,,,,"LYVER KUEROS, CA",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2126.5700000000002,,,,,,,,,,,,,,,,,,,Erazo Nazate Clara Elisa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1501.72,,,,,,,,,,,,,,,,,,,Mariana Montenegro Rodríguez,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,519,,,,,,,,,,,,,,,,,,,El Ateneo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2439,,,,,,,,,,,,,,,,,,,CDE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2336,,,,,,,,,,,,,,,,,,,Vidamar Ltda.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2129,,,,,,,,,,,,,,,,,,,Prodem,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1728.1099999999999,,,,,,,,,,,,,,,,,,,Cine Norte SRL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,Banco Francés,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,530.0000000,,,,,,,,,,,,,,,,,,,Banelco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1136,,,,,,,,,,,,,,,,,,,Rvdo. Padre Martin Kelly,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1879.03,,,,,,,,,,,,,,,,,,,Anthony Ghany,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1932.8699999999999,,,,,,,,,,,,,,,,,,,Prefectura Naval Argentina,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,183.02,,,,,,,,,,,,,,,,,,,Arquidiócesis de Cali,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1261,,,,,,,,,,,,,,,,,,,esso,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,46.6100006103516,,,,,,,,,,,,,,,,,,,San Borja en bici,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2045.8199999999999,,,,,,,,,,,,,,,,,,,PRODEM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1163.7900000,,,,,,,,,,,,,,,,,,,Fysa Ltda.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1523.7,,,,,,,,,,,,,,,,,,,Telegoiás,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2142.4400000000001,,,,,,,,,,,,,,,,,,,FASA S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4673,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,Teléfono - Internet,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1698,,,,,,,,,,,,,,,,,,,Ax Sistemas y Servicios S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,567,,,,,,,,,,,,,,,,,,,Prolicor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,895,,,,,,,,,,,,,,,,,,,tt post,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,496,,,,,,,,,,,,,,,,,,,Multimarcas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,495,,,,,,,,,,,,,,,,,,,nobody only low water,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,251,,,,,,,,,,,,,,,,,,,Certel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1403,,,,,,,,,,,,,,,,,,,Paseo Zona Sul,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1853.5599999999999,,,,,,,,,,,,,,,,,,,Zetanet,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2267,,,,,,,,,,,,,,,,,,,Aguas Araucanía,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1992.95,,,,,,,,,,,,,,,,,,,FUNARBE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1581.99,,,,,,,,,,,,,,,,,,,Red Miguel Lanús,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2653,,,,,,,,,,,,,,,,,,,Centro de Comunicaciones CANTV,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1266.89,,,,,,,,,,,,,,,,,,,Roselma,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,252,,,,,,,,,,,,,,,,,,,Brandeira Branca,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,910,,,,,,,,,,,,,,,,,,,Ministerio de Educación Nacional,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1459.4200000000001,,,,,,,,,,,,,,,,,,,ESE Norte II,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2168,,,,,,,,,,,,,,,,,,,Arcos Dorados S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1285,,,,,,,,,,,,,,,,,,,Policía de la Provincia de Buenos Aires,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,497,,,,,,,,,,,,,,,,,,,Drogueria SHALOM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1934.3099999999999,,,,,,,,,,,,,,,,,,,Pinguino,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2193,,,,,,,,,,,,,,,,,,,Pérez Jiménez Lidia Amélida,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2388.74,,,,,,,,,,,,,,,,,,,Heib Carina,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,169m,,,,,,,,,,,,,,,,,,,Velotax,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1304.1658,,,,,,,,,,,,,,,,,,,Caixa Rede 24 Horas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1715.1300000000001,,,,,,,,,,,,,,,,,,,Cobral S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,~1250,,,,,,,,,,,,,,,,,,,Rodovias do Tietê,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1195,,,,,,,,,,,,,,,,,,,Marina de Guerra del Perú,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1899.22,,,,,,,,,,,,,,,,,,,Ministerio de Asuntos Agrarios de la Provincia de Buenos Aires,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,Shopping Barra,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1437.3099999999999,,,,,,,,,,,,,,,,,,,redbanc,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4623,,,,,,,,,,,,,,,,,,,EMBRATEL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,~760,,,,,,,,,,,,,,,,,,,SuperVIa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2383,,,,,,,,,,,,,,,,,,,Chinos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5340,,,,,,,,,,,,,,,,,,,Multi Ahorro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1369,,,,,,,,,,,,,,,,,,,Elmer Pozo Perales,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1800,,,,,,,,,,,,,,,,,,,WC Feminino,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,959,,,,,,,,,,,,,,,,,,,Unibanco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1686.29,,,,,,,,,,,,,,,,,,,Leopoldense,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,49.0890007019043,,,,,,,,,,,,,,,,,,,Dominos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1257,,,,,,,,,,,,,,,,,,,Astral,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2050.1500000000001,,,,,,,,,,,,,,,,,,,Doctor Franco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2500 ft amsl,,,,,,,,,,,,,,,,,,,Anita Cauchos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1654,,,,,,,,,,,,,,,,,,,Silas Lemes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1077,,,,,,,,,,,,,,,,,,,terpel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,843,,,,,,,,,,,,,,,,,,,BDV,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1244.08349609375,,,,,,,,,,,,,,,,,,,Atlantica Hotel International,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,174.10000610351563,,,,,,,,,,,,,,,,,,,Bancolombia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1553.1500000000001,,,,,,,,,,,,,,,,,,,Lucy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1245.53,,,,,,,,,,,,,,,,,,,Satandard Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1764.1600000000001,,,,,,,,,,,,,,,,,,,Hotel Parque,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,189.8000030517578,,,,,,,,,,,,,,,,,,,Farmacia Sudriers,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2044,,,,,,,,,,,,,,,,,,,Bencivenga,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,598.530029296875,,,,,,,,,,,,,,,,,,,Unimarc del Parque Apartment,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,154.5,,,,,,,,,,,,,,,,,,,TransMilenio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,875m,,,,,,,,,,,,,,,,,,,RBC Ltd,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4088m,,,,,,,,,,,,,,,,,,,Bradesco Seguros,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,248,,,,,,,,,,,,,,,,,,,Los cedros,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3555,,,,,,,,,,,,,,,,,,,gas llano,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1138,,,,,,,,,,,,,,,,,,,escuela publica,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1756.95,,,,,,,,,,,,,,,,,,,Singer,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,Banco Bogota,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1918.2099609375,,,,,,,,,,,,,,,,,,,Universidad Nacional de Córdoba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,782,,,,,,,,,,,,,,,,,,,"Ministerio para Ciencia, Tecnología e Innovación",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2436,,,,,,,,,,,,,,,,,,,Domotex S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1457,,,,,,,,,,,,,,,,,,,Particulares,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"260,83 m.",,,,,,,,,,,,,,,,,,,EXtra,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1562,,,,,,,,,,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1098,,,,,,,,,,,,,,,,,,,Gerard Ohlicher,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1794.4400000000001,,,,,,,,,,,,,,,,,,,Banco de Venezuela (Solo Personal),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3140,,,,,,,,,,,,,,,,,,,Botafogo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2137.6300000000001,,,,,,,,,,,,,,,,,,,Serviço Autônomo de Água e Esgoto,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2001,,,,,,,,,,,,,,,,,,,Bonafarma - Stringari Farmácia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,192.399993896484375,,,,,,,,,,,,,,,,,,,Fundo San Lorenzo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1307.03,,,,,,,,,,,,,,,,,,,24H,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1049,,,,,,,,,,,,,,,,,,,GAMS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,394,,,,,,,,,,,,,,,,,,,Credinform,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1716.5699999999999,,,,,,,,,,,,,,,,,,,Gerd,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"656,77 m.",,,,,,,,,,,,,,,,,,,Luilson Manfio (Soró),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1256,,,,,,,,,,,,,,,,,,,Ritter Hotel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,159.8000030517578,,,,,,,,,,,,,,,,,,,Cedeño Avila Miriam Del Rosario,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1719,,,,,,,,,,,,,,,,,,,Citybank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1966.51,,,,,,,,,,,,,,,,,,,Media Luna Hostel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3445,,,,,,,,,,,,,,,,,,,BIF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1863,,,,,,,,,,,,,,,,,,,KIa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2030,,,,,,,,,,,,,,,,,,,Petrocondor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3280,,,,,,,,,,,,,,,,,,,Ferreteria Higuerillas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,324m,,,,,,,,,,,,,,,,,,,Gorete,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1534.4000000000001,,,,,,,,,,,,,,,,,,,Martoglio Combustibles SRL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,436.6,,,,,,,,,,,,,,,,,,,Scotiabank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1204.18872070313,,,,,,,,,,,,,,,,,,,Jaci,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1800.6900000000001,,,,,,,,,,,,,,,,,,,Metrô Rio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1426.73388671875,,,,,,,,,,,,,,,,,,,Jérôme y Sophie Maurice,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1590.4,,,,,,,,,,,,,,,,,,,Batman,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,506,,,,,,,,,,,,,,,,,,,Ferreteria San Diego,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,886,,,,,,,,,,,,,,,,,,,RapiPago,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1160.000000,,,,,,,,,,,,,,,,,,,SCGÁS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1944.8800000000001,,,,,,,,,,,,,,,,,,,Banco Rioja,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,223.8000030517578,,,,,,,,,,,,,,,,,,,Itau,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1420.49,,,,,,,,,,,,,,,,,,,Club Social y Deportivo Verónica,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1525.75,,,,,,,,,,,,,,,,,,,Vários,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2112.1500000000001,,,,,,,,,,,,,,,,,,,IMBABURAPAC CHURIMI CANCHIC S.A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1170.54248046875,,,,,,,,,,,,,,,,,,,FASA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1528,,,,,,,,,,,,,,,,,,,C.C. La Florida,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,315.930400,,,,,,,,,,,,,,,,,,,ATE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,289,,,,,,,,,,,,,,,,,,,Popular,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1799.24,,,,,,,,,,,,,,,,,,,oi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1954,,,,,,,,,,,,,,,,,,,Carioca Shopping,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4530,,,,,,,,,,,,,,,,,,,Banco de Cordoba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2117m,,,,,,,,,,,,,,,,,,,BNB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1330.5999999999999,,,,,,,,,,,,,,,,,,,Sindicato de Pescadores Caleta San Pedro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1360.8800000000001,,,,,,,,,,,,,,,,,,,"Banco do Brasil, Caixa Econômica, Real",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1466,,,,,,,,,,,,,,,,,,,Marcos Gollmann e Marlei Gollmann,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1202.000000,,,,,,,,,,,,,,,,,,,Habib's,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,765,,,,,,,,,,,,,,,,,,,Brasil Telecom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,790,,,,,,,,,,,,,,,,,,,National Petroleum Marketing Company,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1902,,,,,,,,,,,,,,,,,,,Sertel/Itaú,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1273.884,,,,,,,,,,,,,,,,,,,caja social,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,351,,,,,,,,,,,,,,,,,,,Imperio Televisión S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,723.117004394531,,,,,,,,,,,,,,,,,,,Los Pinos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1321.47,,,,,,,,,,,,,,,,,,,Policia de la Provincia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1203,,,,,,,,,,,,,,,,,,,Estar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,268,,,,,,,,,,,,,,,,,,,banco do brasil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,Wal Mart,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,801,,,,,,,,,,,,,,,,,,,supermaxi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4097,,,,,,,,,,,,,,,,,,,Back in BA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,Cassel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,999,,,,,,,,,,,,,,,,,,,Universidade Veiga de Almeida,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1283.49731445313,,,,,,,,,,,,,,,,,,,ESE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"1039,76 m.",,,,,,,,,,,,,,,,,,,Sesc Paraná,,,,,,,,,,,,,,,,,,,,
